Artikelname;Anbietername;Wirkstoffe;ATC-C. (ADV);ATC 4 Steller;Stoffklasse;;;;;;
HUMATROPE ;Lilly;Somatropin;H01AC01;H01A;HYPOPHYSENVORDERLAPPENHORMONE UND ANALOGA;;;;;;
HUMINSULIN ;Lilly;Insulin-Isophan (human);A10AC01;A10A;INSULINE UND ANALOGA;;;;;;
LARTRUVO ;Lilly;Olaratumab;L01XC;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
OLUMIANT ;Lilly;Baricitinib;L04AA;L04A;IMMUNSUPPRESSIVA;;;;;;
PORTRAZZA ;Lilly;Necitumumab;L01XC22;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
STRATTERA ;Lilly;Atomoxetin hydrochlorid;N06BA09;N06B;PSYCHOSTIMULANZIEN, MITTEL ZUR BEHANDLUNG DER ADHS UND NOOTROPIKA;;;;;;
TALTZ ;Lilly;Ixekizumab;L04AC;L04A;IMMUNSUPPRESSIVA;;;;;;
TRULICITY ;Lilly;Dulaglutid;A10BJ05;A10B;ANTIDIABETIKA, EXKL. INSULINE;;;;;;
YENTREVE ;Lilly;Duloxetin hydrochlorid;G04BX18;G04B;UROLOGIKA;;;;;;
ZYPADHERA ;Lilly;Olanzapin embonat-1-Wasser;N05AH03;N05A;ANTIPSYCHOTIKA;;;;;;
ZYPREXA ;Lilly;Olanzapin;N05AH03;N05A;ANTIPSYCHOTIKA;;;;;;
INOMAX ;Linde Gas Ther.;Stickstoffmonoxid;R07AX01;R07A;ANDERE MITTEL FÜR DEN RESPIRATIONSTRAKT;;;;;;
PAVERON ;Linden Arzn.;Papaverin hydrochlorid;C04AX38;C04A;PERIPHERE VASODILATATOREN;;;;;;
DACARBAZIN ;Lipomed;Dacarbazin citrat (3:1);L01AX04;L01A;ALKYLIERENDE MITTEL;;;;;;
LITAK ;Lipomed;Cladribin;L01BB04;L01B;ANTIMETABOLITEN;;;;;;
LAIS ;Lofarma;Allergen-Extrakt aus Gräserpollen;V01AA02;V01A;ALLERGENE;;;;;;
SELEN ;Loges;Natriumselenit pentahydrat;A12CE02;A12C;ANDERE MINERALSTOFFE;;;;;;
GRANUPAS ;Lucane Pharma;4-Amino-2-hydroxybenzoesäure;J04AA01;J04A;MITTEL ZUR BEHANDLUNG DER TUBERKULOSE;;;;;;
PHEBURANE ;Lucane Pharma;Natriumphenylbutyrat;A16AX03;A16A;ANDERE MITTEL FÜR DAS ALIMENTÄRE SYSTEM UND DEN STOFFWECHSEL;;;;;;
UCEDANE ;Lucane Pharma;Carglumsäure;A16AA05;A16A;ANDERE MITTEL FÜR DAS ALIMENTÄRE SYSTEM UND DEN STOFFWECHSEL;;;;;;
CIPRALEX ;Lundbeck;Escitalopram oxalat;N06AB10;N06A;ANTIDEPRESSIVA;;;;;;
CIPRAMIL ;Lundbeck;Citalopram hydrobromid;N06AB04;N06A;ANTIDEPRESSIVA;;;;;;
EBIXA ;Lundbeck;Memantin hydrochlorid;N06DX01;N06D;ANTIDEMENTIVA;;;;;;
ESCITALOPRAM ;Lundbeck;Escitalopram oxalat;N06AB10;N06A;ANTIDEPRESSIVA;;;;;;
PARKINSAN ;Lundbeck;Budipin hydrochlorid;N04BX03;N04B;DOPAMINERGE MITTEL;;;;;;
SELINCRO ;Lundbeck;Nalmefen hydrochlorid-2-Wasser;N07BB05;N07B;MITTEL ZUR BEHANDLUNG VON SUCHTERKRANKUNGEN;;;;;;
SERDOLECT ;Lundbeck;Sertindol;N05AE03;N05A;ANTIPSYCHOTIKA;;;;;;
SYCREST ;Lundbeck;Asenapin maleat;N05AH05;N05A;ANTIPSYCHOTIKA;;;;;;
BUVERA ;Luye;Buprenorphin;N02AE01;N02A;OPIOIDE;;;;;;
ALVEOFACT ;Lyomark;Surfactant vom Rind;R07AA05;R07A;ANDERE MITTEL FÜR DEN RESPIRATIONSTRAKT;;;;;;
FLUCONAZOL ;Lyomark;Fluconazol;J02AC01;J02A;ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
SOMATOSTATIN ;Lyomark;Somatostatin-x-acetat;H01CB01;H01C;HYPOTHALAMUSHORMONE;;;;;;
VANCOMYCIN ;Lyomark;Vancomycin hydrochlorid;J01XA01;J01X;ANDERE ANTIBIOTIKA;;;;;;
ARIPIPRAZOL ;Macleods Pharma;Aripiprazol;N05AX12;N05A;ANTIPSYCHOTIKA;;;;;;
CLOPIDOGREL ;Macleods Pharma;Clopidogrel sulfat;B01AC04;B01A;ANTITHROMBOTISCHE MITTEL;;;;;;
ESCITALOPRAM ;Macleods Pharma;Escitalopram oxalat;N06AB10;N06A;ANTIDEPRESSIVA;;;;;;
MEMANTINHYDROCHLORID ;Macleods Pharma;Memantin hydrochlorid;N06DX01;N06D;ANTIDEMENTIVA;;;;;;
SILDENAFIL ;Macleods Pharma;Sildenafil citrat;G04BE03;G04B;UROLOGIKA;;;;;;
VALSARTAN ;Macleods Pharma;Valsartan;C09CA03;C09C;ANGIOTENSIN-II-REZEPTORANTAGONISTEN, REIN;;;;;;
ARULATAN ;Mann;Latanoprost;S01EE01;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
ARUTIMOL ;Mann;Timolol hydrogenmaleat;S01ED01;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
BETAMANN ;Mann;Metipranolol hydrochlorid;S01ED04;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
CONJUNCAIN ;Mann;Oxybuprocain hydrochlorid;S01HA02;S01H;LOKALANÄSTHETIKA;;;;;;
DEXA ;Mann;Dexamethason dihydrogenphosphat-Dinatrium;S01BA01;S01B;ANTIPHLOGISTIKA;;;;;;
DEXAGEL ;Mann;Dexamethason dihydrogenphosphat-Dinatrium;S01BA01;S01B;ANTIPHLOGISTIKA;;;;;;
DEXA-RHINOSPRAY ;Mann;Dexamethason dihydrogenphosphat-Dinatrium;R01AD03;R01A;DEKONGESTIVA UND ANDERE RHINOLOGIKA ZUR TOPISCHEN ANWENDUNG;;;;;;
EMERADE ;Mann;Epinephrin hydrogentartrat;C01CA24;C01C;KARDIOSTIMULANZIEN, EXKL. HERZGLYKOSIDE;;;;;;
FICORTRIL ;Mann;Hydrocortison acetat;S01BA02;S01B;ANTIPHLOGISTIKA;;;;;;
FLOXAL ;Mann;Ofloxacin;S01AE01;S01A;ANTIINFEKTIVA;;;;;;
LOTEMAX ;Mann;Loteprednol etabonat;S01BA14;S01B;ANTIPHLOGISTIKA;;;;;;
MACUGEN ;Mann;Pegaptanib octacosanatrium;S01LA03;S01L;MITTEL GEGEN VASKULÄRE AUGENERKRANKUNGEN;;;;;;
MIOCHOL ;Mann;Acetylcholin chlorid;S01EB09;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
MYDRUM ;Mann;Tropicamid;S01FA06;S01F;MYDRIATIKA UND ZYKLOPLEGIKA;;;;;;
PILOMANN ;Mann;Pilocarpin hydrochlorid;S01EB01;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
TIMO ;Mann;Timolol hydrogenmaleat;S01ED01;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
TIMOMANN ;Mann;Timolol hydrogenmaleat;S01ED01;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
XIMARACT ;Mann;Cefuroxim natrium;S01AA27;S01A;ANTIINFEKTIVA;;;;;;
ZYKLOLAT ;Mann;Cyclopentolat hydrochlorid;S01FA04;S01F;MYDRIATIKA UND ZYKLOPLEGIKA;;;;;;
PROLUTEX ;Marckyrl Pharma;Progesteron;G03DA04;G03D;GESTAGENE;;;;;;
TRIPTOFEM ;Marckyrl Pharma;Triptorelin-x-acetat;H01CA07;H01C;HYPOTHALAMUSHORMONE;;;;;;
DYSURGAL ;MaxMedic;Atropinsulfat-1-Wasser;A03BA01;A03B;BELLADONNA UND DERIVATE, REIN;;;;;;
MYACYNE ;MaxMedic;Neomycin sulfat;D06AX04;D06A;ANTIBIOTIKA ZUR TOPISCHEN ANWENDUNG;;;;;;
GADOPENTAT ;MCS Conpharm;Gadopentetsäure dimeglumin;V08CA01;V08C;KONTRASTMITTEL FÜR DIE MAGNETRESONANZTOMOGRAPHIE;;;;;;
ALDARA ;Meda Pharma;Imiquimod;D06BB10;D06B;CHEMOTHERAPEUTIKA ZUR TOPISCHEN ANWENDUNG;;;;;;
ALLERGODIL ;Meda Pharma;Azelastin hydrochlorid;R01AC03;R01A;DEKONGESTIVA UND ANDERE RHINOLOGIKA ZUR TOPISCHEN ANWENDUNG;;;;;;
ANCOTIL ;Meda Pharma;Flucytosin;J02AX01;J02A;ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
ARTHAXAN ;Meda Pharma;Nabumeton;M01AX01;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
AURORIX ;Meda Pharma;Moclobemid;N06AG02;N06A;ANTIDEPRESSIVA;;;;;;
BREAKYL ;Meda Pharma;Fentanyl dihydrogencitrat;N02AB03;N02A;OPIOIDE;;;;;;
BRONCHOSPASMIN ;Meda Pharma;Reproterol hydrochlorid;R03CC14;R03C;SYMPATHOMIMETIKA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
CEPLENE ;Meda Pharma;Histamin dihydrochlorid;L03AX14;L03A;IMMUNSTIMULANZIEN;;;;;;
CIBACEN ;Meda Pharma;Benazepril hydrochlorid;C09AA07;C09A;ACE-HEMMER, REIN;;;;;;
COLIFOAM ;Meda Pharma;Hydrocortison acetat;A07EA02;A07E;INTESTINALE ANTIPHLOGISTIKA;;;;;;
CUPRALUNA ;Meda Pharma;Kupferdraht;G02BA02;G02B;KONTRAZEPTIVA ZUR LOKALEN ANWENDUNG;;;;;;
CYKLOKAPRON ;Meda Pharma;Tranexamsäure;B02AA02;B02A;ANTIFIBRINOLYTIKA;;;;;;
DALMADORM ;Meda Pharma;Flurazepam monohydrochlorid;N05CD01;N05C;HYPNOTIKA UND SEDATIVA;;;;;;
DAMARA ;Meda Pharma;Desogestrel;G03AC09;G03A;HORMONELLE KONTRAZEPTIVA ZUR SYSTEMISCHEN ANWENDUNG;;;;;;
DICLOFENAC ;Meda Pharma;Diclofenac natrium;M01AB05;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
EFUDIX ;Meda Pharma;Fluorouracil;D11AF05;D11A;ANDERE DERMATIKA;;;;;;
ELIDEL ;Meda Pharma;Pimecrolimus;D11AH02;D11A;ANDERE DERMATIKA;;;;;;
FASTJEKT ;Meda Pharma;Epinephrin hydrochlorid;C01CA24;C01C;KARDIOSTIMULANZIEN, EXKL. HERZGLYKOSIDE;;;;;;
FLUPIGIL ;Meda Pharma;Flupirtin maleat;N02BG07;N02B;ANDERE ANALGETIKA UND ANTIPYRETIKA;;;;;;
FORMATRIS ;Meda Pharma;Formoterol hemifumarat-1-Wasser;R03AC13;R03A;INHALATIVE SYMPATHOMIMETIKA;;;;;;
FORMOTOP ;Meda Pharma;Formoterol hemifumarat-1-Wasser;R03AC13;R03A;INHALATIVE SYMPATHOMIMETIKA;;;;;;
LIBRIUM ;Meda Pharma;Chlordiazepoxid;N05BA02;N05B;ANXIOLYTIKA;;;;;;
LORETAM ;Meda Pharma;Lormetazepam;N05CD06;N05C;HYPNOTIKA UND SEDATIVA;;;;;;
MARCUMAR ;Meda Pharma;Phenprocoumon;B01AA04;B01A;ANTITHROMBOTISCHE MITTEL;;;;;;
MESTINON ;Meda Pharma;Pyridostigmin bromid;N07AA02;N07A;PARASYMPATHOMIMETIKA;;;;;;
MINITRANS ;Meda Pharma;Glyceroltrinitrat;C01DA02;C01D;BEI HERZERKRANKUNGEN EINGESETZTE VASODILATATOREN;;;;;;
MOGADAN ;Meda Pharma;Nitrazepam;N05CD02;N05C;HYPNOTIKA UND SEDATIVA;;;;;;
MUSE ;Meda Pharma;Alprostadil;G04BE01;G04B;UROLOGIKA;;;;;;
NORFLEX ;Meda Pharma;Orphenadrin citrat;M03BC01;M03B;MUSKELRELAXANZIEN, ZENTRAL WIRKENDE MITTEL;;;;;;
NOVANTRON ;Meda Pharma;Mitoxantron hydrochlorid;L01DB07;L01D;ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN;;;;;;
NOVOPULMON ;Meda Pharma;Budesonid;R03BA02;R03B;ANDERE INHALATIVE MITTEL BEI OBSTRUKTIVEN ATEMWEGSERKRANKUNGEN;;;;;;
PRAVIDEL ;Meda Pharma;Bromocriptin mesilat;G02CB01;G02C;ANDERE GYNÄKOLOGIKA;;;;;;
PROSTAZID ;Meda Pharma;Tamsulosin hydrochlorid;G04CA02;G04C;MITTEL BEI BENIGNER PROSTATAHYPERPLASIE;;;;;;
PROTAMIN ;Meda Pharma;Protamin hydrochlorid;V03AB14;V03A;ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL;;;;;;
PROTAXON ;Meda Pharma;Proglumetacin dimaleat;M01AB14;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
RALENOVA ;Meda Pharma;Mitoxantron hydrochlorid;L01DB07;L01D;ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN;;;;;;
RANTUDIL ;Meda Pharma;Acemetacin;M01AB11;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
RELIFEX ;Meda Pharma;Nabumeton;M01AX01;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
REMESTAN ;Meda Pharma;Temazepam;N05CD07;N05C;HYPNOTIKA UND SEDATIVA;;;;;;
RHEUMON ;Meda Pharma;Etofenamat;M01AG06;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
SPASMO ;Meda Pharma;Trospium chlorid;G04BD09;G04B;UROLOGIKA;;;;;;
SPASMOLYT ;Meda Pharma;Trospium chlorid;G04BD09;G04B;UROLOGIKA;;;;;;
TAMBOCOR ;Meda Pharma;Flecainid acetat;C01BC04;C01B;ANTIARRHYTHMIKA, KLASSE I UND III;;;;;;
TASMAR ;Meda Pharma;Tolcapon;N04BX01;N04B;DOPAMINERGE MITTEL;;;;;;
TRANSBRONCHIN ;Meda Pharma;Carbocistein;R05CB03;R05C;EXPEKTORANZIEN, EXKL. KOMBINATIONEN MIT ANTITUSSIVA;;;;;;
TRAUMON ;Meda Pharma;Etofenamat;M01AG06;M01A;NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA;;;;;;
TRAVEX ;Meda Pharma;Tramadol hydrochlorid;N02AX02;N02A;OPIOIDE;;;;;;
UNAT ;Meda Pharma;Torasemid;C03CA04;C03C;HIGH-CEILING-DIURETIKA;;;;;;
URIVESC ;Meda Pharma;Trospium chlorid;G04BD09;G04B;UROLOGIKA;;;;;;
VENTILASTIN ;Meda Pharma;Salbutamol hemisulfat;R03AC02;R03A;INHALATIVE SYMPATHOMIMETIKA;;;;;;
ZYCLARA ;Meda Pharma;Imiquimod;D06BB10;D06B;CHEMOTHERAPEUTIKA ZUR TOPISCHEN ANWENDUNG;;;;;;
ADRIMEDAC ;Medac;Doxorubicin hydrochlorid;L01DB01;L01D;ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN;;;;;;
AZAMEDAC ;Medac;Azathioprin;L04AX01;L04A;IMMUNSUPPRESSIVA;;;;;;
BCG ;Medac;"BCG-Lebend-Impfstoff; Stamm RIVM";L03AX03;L03A;IMMUNSTIMULANZIEN;;;;;;
BENDAMUSTIN ;Medac;Bendamustin hydrochlorid-1-Wasser;L01AA09;L01A;ALKYLIERENDE MITTEL;;;;;;
BICALUTAMID ;Medac;Bicalutamid;L02BB03;L02B;HORMONANTAGONISTEN UND VERWANDTE MITTEL;;;;;;
BLEOMEDAC ;Medac;Bleomycin sulfat;L01DC01;L01D;ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN;;;;;;
CAPECITABIN ;Medac;Capecitabin;L01BC06;L01B;ANTIMETABOLITEN;;;;;;
CARBOMEDAC ;Medac;Carboplatin;L01XA02;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
CECENU ;Medac;Lomustin;L01AD02;L01A;ALKYLIERENDE MITTEL;;;;;;
DETIMEDAC ;Medac;Dacarbazin citrat (3:1);L01AX04;L01A;ALKYLIERENDE MITTEL;;;;;;
EPIMEDAC ;Medac;Epirubicin hydrochlorid;L01DB03;L01D;ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN;;;;;;
ETOMEDAC ;Medac;Etoposid;L01CB01;L01C;PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL;;;;;;
FENTANYL ;Medac;Fentanyl;N02AB03;N02A;OPIOIDE;;;;;;
FLUDARABINMEDAC ;Medac;Fludarabin-5'-dihydrogenphosphat;L01BB05;L01B;ANTIMETABOLITEN;;;;;;
GEMEDAC ;Medac;Gemcitabin hydrochlorid;L01BC05;L01B;ANTIMETABOLITEN;;;;;;
GLIOLAN ;Medac;5-Amino-4-oxopentansäure;V04CX32;V04C;ANDERE DIAGNOSTIKA;;;;;;
IRINOMEDAC ;Medac;Irinotecan hydrochlorid-3-Wasser;L01XX19;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
LEFLUNOMID ;Medac;Leflunomid;L04AA13;L04A;IMMUNSUPPRESSIVA;;;;;;
MEDOXA ;Medac;Oxaliplatin;L01XA03;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
METEX ;Medac;Methotrexat dinatrium;M01CX01;M01C;SPEZIFISCHE ANTIRHEUMATIKA;;;;;;
METHOTREXAT ;Medac;Methotrexat dinatrium;L01BA01;L01B;ANTIMETABOLITEN;;;;;;
MITO ;Medac;Mitomycin;L01DC03;L01D;ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN;;;;;;
MITO-extra ;Medac;Mitomycin;L01DC03;L01D;ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN;;;;;;
MITOMYCIN ;Medac;Mitomycin;L01DC03;L01D;ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN;;;;;;
MORPHIN ;Medac;Morphin sulfat;N02AA01;N02A;OPIOIDE;;;;;;
NAVIREL ;Medac;Vinorelbin tartrat;L01CA04;L01C;PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL;;;;;;
ONCOFOLIC ;Medac;Dinatrium folinat;V03AF06;V03A;ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL;;;;;;
OVASTAT ;Medac;Treosulfan;L01AB02;L01A;ALKYLIERENDE MITTEL;;;;;;
PAMIFOS ;Medac;Pamidronsäure dinatrium;M05BA03;M05B;MITTEL MIT EINFLUSS AUF DIE KNOCHENSTRUKTUR UND DIE MINERALISATION;;;;;;
RESCUVOLIN ;Medac;Calcium folinat;V03AF03;V03A;ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL;;;;;;
SILDENAFIL ;Medac;Sildenafil citrat;G04BE03;G04B;UROLOGIKA;;;;;;
SPECTRILA ;Medac;Asparaginase (E. coli);L01XX02;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
SULFASALAZIN ;Medac;Sulfasalazin;M01CX02;M01C;SPEZIFISCHE ANTIRHEUMATIKA;;;;;;
SYREA ;Medac;Hydroxycarbamid;L01XX05;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
TAXCEUS ;Medac;Docetaxel;L01CD02;L01C;PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL;;;;;;
TAXOMEDAC ;Medac;Paclitaxel;L01CD01;L01C;PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL;;;;;;
TEMOMEDAC ;Medac;Temozolomid;L01AX03;L01A;ALKYLIERENDE MITTEL;;;;;;
TOPOTECAN ;Medac;Topotecan hydrochlorid;L01XX17;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
TREXJECT ;Medac;Methotrexat dinatrium;M01CX01;M01C;SPEZIFISCHE ANTIRHEUMATIKA;;;;;;
TROSPI ;Medac;Trospium chlorid;G04BD09;G04B;UROLOGIKA;;;;;;
UROKINASE ;Medac;Urokinase;B01AD04;B01A;ANTITHROMBOTISCHE MITTEL;;;;;;
UROPOL ;Medac;Chondroitinsulfate-Natriumsalze-Gemisch;G04BX17;G04B;UROLOGIKA;;;;;;
ZOLEDRONSÄURE ;Medac;Zoledronsäure-1-Wasser;M05BA08;M05B;MITTEL MIT EINFLUSS AUF DIE KNOCHENSTRUKTUR UND DIE MINERALISATION;;;;;;
DUTASTERID ;Medical Valley;Dutasterid;G04CB02;G04C;MITTEL BEI BENIGNER PROSTATAHYPERPLASIE;;;;;;
ABSEAMED ;Medice Arzn.;Epoetin alfa;B03XA01;B03X;ANDERE ANTIANÄMIKA;;;;;;
ALFACALCIDOL ;Medice Arzn.;Alfacalcidol;A11CC03;A11C;VITAMIN A UND D, INKL. DEREN KOMBINATIONEN;;;;;;
ATTENTIN ;Medice Arzn.;Dexamfetamin hemisulfat;N06BA02;N06B;PSYCHOSTIMULANZIEN, MITTEL ZUR BEHANDLUNG DER ADHS UND NOOTROPIKA;;;;;;
CALCITRIOL ;Medice Arzn.;Calcitriol;A11CC04;A11C;VITAMIN A UND D, INKL. DEREN KOMBINATIONEN;;;;;;
CIRCADIN ;Medice Arzn.;Melatonin;N05CH01;N05C;HYPNOTIKA UND SEDATIVA;;;;;;
COSMOFER ;Medice Arzn.;Eisen(III)-hydroxid-Dextran-Komplex;B03AC06;B03A;EISEN-HALTIGE ZUBEREITUNGEN;;;;;;
DESMOSPRAY ;Medice Arzn.;Desmopressin-x-acetat-y-Wasser;H01BA02;H01B;HYPOPHYSENHINTERLAPPENHORMONE;;;;;;
DESMOTABS ;Medice Arzn.;Desmopressin-x-acetat-y-Wasser;H01BA02;H01B;HYPOPHYSENHINTERLAPPENHORMONE;;;;;;
FERMED ;Medice Arzn.;Eisen(III)-hydroxid-Saccharose-Komplex;B03AC02;B03A;EISEN-HALTIGE ZUBEREITUNGEN;;;;;;
KINECTEEN ;Medice Arzn.;Methylphenidat hydrochlorid;N06BA04;N06B;PSYCHOSTIMULANZIEN, MITTEL ZUR BEHANDLUNG DER ADHS UND NOOTROPIKA;;;;;;
MEDIKINET ;Medice Arzn.;Methylphenidat hydrochlorid;N06BA04;N06B;PSYCHOSTIMULANZIEN, MITTEL ZUR BEHANDLUNG DER ADHS UND NOOTROPIKA;;;;;;
MERCAPTOPURIN ;Medice Arzn.;Mercaptopurin-1-Wasser;L01BB02;L01B;ANTIMETABOLITEN;;;;;;
NEFROCARNIT ;Medice Arzn.;Levocarnitin;A16AA01;A16A;ANDERE MITTEL FÜR DAS ALIMENTÄRE SYSTEM UND DEN STOFFWECHSEL;;;;;;
SEVEMED ;Medice Arzn.;Sevelamer carbonat;V03AE02;V03A;ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL;;;;;;
SOVENTOL ;Medice Arzn.;Hydrocortison acetat;D07AA02;D07A;CORTICOSTEROIDE, REIN;;;;;;
MEDIKINET ;Medice Pharma;Methylphenidat hydrochlorid;N06BA04;N06B;PSYCHOSTIMULANZIEN, MITTEL ZUR BEHANDLUNG DER ADHS UND NOOTROPIKA;;;;;;
MONOFER ;Medice Pharma;Eisenderisomaltose;B03AC;B03A;EISEN-HALTIGE ZUBEREITUNGEN;;;;;;
EFAVIRENZ ;Medicopharm;Efavirenz;J05AG03;J05A;DIREKT WIRKENDE ANTIVIRALE MITTEL;;;;;;
EPIRUBICIN ;Medicopharm;Epirubicin hydrochlorid;L01DB03;L01D;ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN;;;;;;
EXEMESTAN ;Medicopharm;Exemestan;L02BG06;L02B;HORMONANTAGONISTEN UND VERWANDTE MITTEL;;;;;;
FINASTERID ;Medicopharm;Finasterid;G04CB01;G04C;MITTEL BEI BENIGNER PROSTATAHYPERPLASIE;;;;;;
IMATINIB ;Medicopharm;Imatinib mesilat;L01XE01;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
IRINOTECAN ;Medicopharm;Irinotecan hydrochlorid-3-Wasser;L01XX19;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
LAMIVIR ;Medicopharm;Lamivudin;J05AF05;J05A;DIREKT WIRKENDE ANTIVIRALE MITTEL;;;;;;
MEDICOFOLIN ;Medicopharm;Calcium folinat;V03AF03;V03A;ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL;;;;;;
NEVIRAN ;Medicopharm;Nevirapin;J05AG01;J05A;DIREKT WIRKENDE ANTIVIRALE MITTEL;;;;;;
ONDATRON ;Medicopharm;Ondansetron hydrochlorid-2-Wasser;A04AA01;A04A;ANTIEMETIKA UND MITTEL GEGEN ÜBELKEIT;;;;;;
OXALISAN ;Medicopharm;Oxaliplatin;L01XA03;L01X;ANDERE ANTINEOPLASTISCHE MITTEL;;;;;;
PACLITAX ;Medicopharm;Paclitaxel;L01CD01;L01C;PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL;;;;;;
SILDENOVA ;Medicopharm;Sildenafil citrat;G04BE03;G04B;UROLOGIKA;;;;;;
TAXOTAN ;Medicopharm;Docetaxel;L01CD02;L01C;PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL;;;;;;
VINOLBIN ;Medicopharm;Vinorelbin tartrat;L01CA04;L01C;PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL;;;;;;
ZOLEDRONAT ;Medicopharm;Zoledronsäure-1-Wasser;M05BA08;M05B;MITTEL MIT EINFLUSS AUF DIE KNOCHENSTRUKTUR UND DIE MINERALISATION;;;;;;
CALCIUMFOLINAT ;Medipolis;Calcium folinat;V03AF03;V03A;ALLE ÜBRIGEN THERAPEUTISCHEN MITTEL;;;;;;
GADOCON ;Medithek;Gadopentetsäure dimeglumin;V08CA01;V08C;KONTRASTMITTEL FÜR DIE MAGNETRESONANZTOMOGRAPHIE;;;;;;
GADOPENT ;Medithek;Gadopentetsäure dimeglumin;V08CA01;V08C;KONTRASTMITTEL FÜR DIE MAGNETRESONANZTOMOGRAPHIE;;;;;;
GADOTHEK ;Medithek;Gadopentetsäure dimeglumin;V08CA01;V08C;KONTRASTMITTEL FÜR DIE MAGNETRESONANZTOMOGRAPHIE;;;;;;
IOPATHEK ;Medithek;Iopamidol;V08AB04;V08A;RÖNTGENKONTRASTMITTEL, IOD-HALTIG;;;;;;
NEXOBRID ;MediWound Germ.;Ananasstamm-Bromelaine;D03AP08;D03A;WUNDBEHANDLUNGSMITTEL;;;;;;
ACEMIT ;medphano;Acetazolamid;S01EC01;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
AKISTAN ;medphano;Latanoprost;S01EE01;S01E;GLAUKOMMITTEL UND MIOTIKA;;;;;;
ANALGIN ;medphano;Metamizol natrium-1-Wasser;N02BB02;N02B;ANDERE ANALGETIKA UND ANTIPYRETIKA;;;;;;
DEXAMETHASON ;medphano;Dexamethason dihydrogenphosphat-Dinatrium;H02AB02;H02A;CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG, REIN;;;;;;
FLUCINAR ;medphano;Fluocinolon acetonid;D07AC04;D07A;CORTICOSTEROIDE, REIN;;;;;;
FURANTHRIL ;medphano;Furosemid;C03CA01;C03C;HIGH-CEILING-DIURETIKA;;;;;;
